Repeat,Seed,Val_Score,Thr,C_selected,l1_ratio_selected,ROC_AUC,PR_AUC,Precision,Recall,F0_5,F1,F2,Specificity,Youden_J,Bal_Acc,MCC,Pred_Pos_Rate,TP,FP,TN,FN
1,0,0.6533892382948987,0.43,0.046415888336127774,0.1,0.5957750102923013,0.6328956310811134,0.5779816513761468,0.7262247838616714,0.6025824964131994,0.6436781609195402,0.6907894736842105,0.34285714285714286,0.0690819267188143,0.5345409633594072,0.07461880102146314,0.6953748006379585,252,184,96,95
2,1,0.6542898341744773,0.45,0.046415888336127774,0.5,0.5872478386167147,0.6312765432900849,0.5861244019138756,0.7060518731988472,0.6067360079247152,0.6405228758169934,0.6782945736434108,0.3821428571428571,0.08819473034170433,0.5440973651708522,0.09300902801282071,0.6666666666666666,245,173,107,102
