0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0.66608965,0.51710635,0.5253683,0.4274548,0.49776298,0.5076978,0.4886554,0.48798066,0.7095113,0.4986332,1.0000002,0.47234327,0.4078142,0.5249785,0.42660868,0.40154654,0.6214769,0.47090533,0.63690126,0.51822174,0.72070724,0.539906,0.52227163,0.6489729,0.4670086,0.4874335,0.50255024,0.5635425,0.50631595,0.51569074,0.45199537,0.4275069,0.48980346,0.48888525,0.7519769,0.42431048,0.4630383,0.49777108,0.48028725,0.65779567,0.5303162,0.54056925,0.48131108,0.651744,0.4582441,0.44356376,0.40816763,0.49562824,0.6891887,0.6760946,0.54067653,0.50542,0.55325395,0.46263906,0.4200086,0.519555,0.68739605,0.69731206,0.5692715,0.72274524,0.45495445,0.55056393
0.6634656,0.8355522,0.6218998,0.8789835,0.60913277,0.74641937,0.77855825,0.6024791,0.60687363,0.671509,0.47234327,0.99999994,0.6341936,0.60138327,0.6033834,0.55764836,0.5689651,0.6947925,0.7086152,0.56941164,0.57296073,0.6751521,0.6657121,0.6135304,0.56288075,0.6406327,0.704147,0.70404094,0.7760121,0.7051184,0.7580838,0.7110981,0.5605675,0.77763414,0.629473,0.6773287,0.7265173,0.82532203,0.60060936,0.53647304,0.75657237,0.75747705,0.66684353,0.5593345,0.64910674,0.7472516,0.656463,0.7818155,0.60667956,0.59454036,0.5911701,0.89731944,0.6407519,0.5445638,0.6275419,0.7877506,0.5882932,0.59376013,0.7356706,0.5692872,0.6240744,0.657873
0.5685877,0.6036555,0.57411015,0.56612945,0.56056273,0.5735517,0.5648004,0.848117,0.60259724,0.5334276,0.4078142,0.6341936,1.0000001,0.5033519,0.4929086,0.5670209,0.51386,0.5308887,0.6236346,0.6542624,0.5264244,0.52496207,0.54004174,0.47350323,0.5038714,0.48829573,0.5726389,0.55572665,0.55838704,0.52340305,0.57834494,0.8268968,0.49704593,0.5854548,0.5679456,0.49413908,0.5548154,0.5985675,0.72748125,0.5367277,0.5953675,0.63443995,0.55628884,0.4464919,0.8631171,0.47160956,0.77109385,0.6234422,0.48952562,0.46837118,0.58199716,0.60958445,0.55445665,0.6753683,0.89647293,0.6358361,0.56163406,0.48264533,0.5778308,0.4589771,0.45310313,0.5635646
0.5956961,0.63678265,0.6955709,0.54595673,0.6051203,0.6344203,0.64941514,0.58341765,0.5944444,0.66542006,0.5249785,0.60138327,0.5033519,1.0,0.5421552,0.44702595,0.4963949,0.58287334,0.6686957,0.61372817,0.59423745,0.7516783,0.5180431,0.51152885,0.6104074,0.6925564,0.5737159,0.6156742,0.728076,0.8401462,0.5734394,0.5776192,0.64475596,0.5630553,0.6375901,0.52950037,0.5844824,0.5714412,0.58471733,0.57257336,0.6239531,0.58592963,0.5578838,0.55814946,0.52567714,0.646107,0.5085855,0.5263896,0.60355175,0.60643053,0.58636135,0.6352986,0.60850394,0.5535775,0.5318173,0.67753947,0.63548493,0.562992,0.6062356,0.5773965,0.62166774,0.6245923
0.50004524,0.75561106,0.60518664,0.6346228,0.6209017,0.65794516,0.58746004,0.47826564,0.42680424,0.6230092,0.42660868,0.6033834,0.4929086,0.5421552,0.99999976,0.52644306,0.43287253,0.8106247,0.55779535,0.5369989,0.3894578,0.6074078,0.5028132,0.40900362,0.5631023,0.53856695,0.47540307,0.5605558,0.64664125,0.51827484,0.6763452,0.61803395,0.56284344,0.5537479,0.481045,0.8858916,0.66594005,0.6177949,0.49470758,0.4234653,0.53281957,0.5585683,0.52057195,0.45359427,0.55583733,0.5804005,0.56967366,0.539544,0.43992683,0.4769222,0.5357284,0.6332123,0.494222,0.46829507,0.5092757,0.6158629,0.48709857,0.39879137,0.5216925,0.5295527,0.5902035,0.48493785
0.49861884,0.59312975,0.51357996,0.5314778,0.5105103,0.674364,0.5083182,0.64376885,0.4894419,0.5808004,0.40154654,0.55764836,0.5670209,0.44702595,0.52644306,1.0000001,0.47305423,0.563612,0.50074273,0.58048797,0.42774865,0.549531,0.48795626,0.46249324,0.53960335,0.52120894,0.54464495,0.53571516,0.5531336,0.46484488,0.6110114,0.60945594,0.51885366,0.51694775,0.4930817,0.5654626,0.5569162,0.5620868,0.8191798,0.39026976,0.50546205,0.5170864,0.44477355,0.41838747,0.76523376,0.5090567,0.6048863,0.4486639,0.43918648,0.40701902,0.50195783,0.5510067,0.4671266,0.82329714,0.6375271,0.55367446,0.53399646,0.39826214,0.48812565,0.461026,0.50687164,0.548669
0.69429356,0.56367123,0.5415527,0.55871236,0.43908718,0.608655,0.5897502,0.55098015,0.7154907,0.58533514,0.6214769,0.5689651,0.51386,0.4963949,0.43287253,0.47305423,0.9999998,0.56128967,0.6222413,0.5632719,0.6983377,0.58021283,0.56437653,0.85517555,0.5062274,0.56456363,0.61013436,0.6423068,0.56213146,0.5428754,0.55062413,0.5309597,0.5229782,0.62935424,0.74440837,0.43286884,0.6241913,0.5765436,0.5160714,0.6309241,0.65948033,0.60228825,0.54746115,0.737955,0.51015246,0.5226283,0.54088104,0.556695,0.6305361,0.7096109,0.5810087,0.5894717,0.5491971,0.5544824,0.5748816,0.5994014,0.67420405,0.6342839,0.6014761,0.71855915,0.562225,0.5672656
0.59194815,0.8438786,0.645516,0.7039622,0.69461644,0.71659875,0.60435,0.49369097,0.54480636,0.65285134,0.47090533,0.6947925,0.5308887,0.58287334,0.8106247,0.563612,0.56128967,0.99999976,0.6330309,0.59183085,0.50318384,0.640913,0.5563679,0.5261537,0.6009655,0.6546319,0.5409633,0.6796042,0.7182635,0.54504836,0.7573254,0.67123795,0.57882965,0.6569896,0.57477415,0.75663733,0.7365128,0.69361377,0.5247236,0.5229965,0.6239883,0.5847287,0.57296866,0.57790095,0.5907146,0.637012,0.63195306,0.67694,0.5091413,0.624605,0.6288328,0.6999005,0.5834378,0.5376049,0.57558036,0.67179495,0.57451224,0.515159,0.5638552,0.635322,0.6377275,0.5836117
0.79483086,0.6906518,0.76242226,0.6252841,0.664141,0.68478954,0.68557835,0.6644745,0.76809514,0.6233582,0.63690126,0.7086152,0.6236346,0.6686957,0.55779535,0.50074273,0.6222413,0.6330309,0.9999999,0.61784256,0.7262775,0.65430677,0.70925146,0.65731126,0.6622046,0.61201936,0.67804575,0.8075443,0.6643627,0.7161245,0.6180854,0.6697895,0.6843059,0.7185786,0.7435525,0.559522,0.64386123,0.7316481,0.6231122,0.6465472,0.7128626,0.8403178,0.7585796,0.66468155,0.6161417,0.61806434,0.60933596,0.68743527,0.83748424,0.74106586,0.75330186,0.7539004,0.88494766,0.6309881,0.61887145,0.73671484,0.6764802,0.7154608,0.8566264,0.66174483,0.5941856,0.74005634
0.57590103,0.6124716,0.68517685,0.49831492,0.5950975,0.62523246,0.6403057,0.70873123,0.6559606,0.6138378,0.51822174,0.56941164,0.6542624,0.61372817,0.5369989,0.58048797,0.5632719,0.59183085,0.61784256,1.0,0.58891,0.71686435,0.5296469,0.51005584,0.6419075,0.66670084,0.5927143,0.5896907,0.7150674,0.5778616,0.57123256,0.69713175,0.616079,0.5470805,0.6277144,0.53766376,0.5567438,0.59389895,0.682758,0.57812965,0.6187881,0.5854746,0.5020728,0.5653944,0.64120936,0.5362164,0.653676,0.5879699,0.5458082,0.5929309,0.5900136,0.5984874,0.5620723,0.699759,0.7798672,0.72643787,0.6910169,0.5608776,0.56859994,0.6411509,0.5915457,0.59072375
0.8959273,0.562503,0.605577,0.50437224,0.5681102,0.61113876,0.6785726,0.5640907,0.85685486,0.6134747,0.72070724,0.57296073,0.5264244,0.59423745,0.3894578,0.42774865,0.6983377,0.50318384,0.7262775,0.58891,1.0,0.64540064,0.5973091,0.77051216,0.54440343,0.5798913,0.5984031,0.6696185,0.57321024,0.6152414,0.5513452,0.57552993,0.6006546,0.64490783,0.8770572,0.4408501,0.5871661,0.62071925,0.51749253,0.852621,0.65714073,0.6439281,0.6163805,0.7200728,0.5242406,0.55320114,0.5325164,0.59084344,0.85379124,0.80659425,0.6173253,0.6091159,0.6790681,0.5456848,0.5488029,0.64612114,0.7732027,0.8546065,0.70983696,0.7660805,0.58751285,0.6087489
0.6844491,0.69353354,0.82389104,0.6112715,0.6079106,0.7649188,0.88629484,0.57625026,0.635514,0.7251625,0.539906,0.6751521,0.52496207,0.7516783,0.6074078,0.549531,0.58021283,0.640913,0.65430677,0.71686435,0.64540064,0.9999999,0.60287005,0.63134867,0.7144108,0.8191099,0.6423609,0.67058134,0.89747405,0.65033877,0.65783226,0.6192312,0.7083191,0.6695487,0.6530432,0.61084914,0.6473161,0.6746935,0.5780013,0.58681166,0.691395,0.634756,0.59235597,0.54337275,0.57186425,0.7190204,0.5715158,0.6333059,0.62817216,0.62324595,0.6400018,0.71227896,0.60993165,0.5945529,0.56373364,0.8483263,0.63865685,0.610703,0.62586725,0.6379088,0.74663603,0.6352718
0.69007134,0.58327067,0.65935206,0.58985114,0.5774197,0.6607542,0.6891638,0.56925076,0.6190088,0.6013324,0.52227163,0.6657121,0.54004174,0.5180431,0.5028132,0.48795626,0.56437653,0.5563679,0.70925146,0.5296469,0.5973091,0.60287005,0.9999999,0.5686672,0.6097709,0.56747496,0.74547815,0.6413171,0.60617375,0.59329844,0.5677253,0.5795353,0.61117387,0.72863877,0.60004604,0.5412958,0.5982554,0.729336,0.53372985,0.54380244,0.6725588,0.8066739,0.7126396,0.5878272,0.56108755,0.5512103,0.53483963,0.591462,0.6865319,0.5702883,0.75682455,0.7112453,0.6660588,0.5243329,0.5428092,0.7183937,0.5883049,0.5987703,0.7689986,0.5893508,0.6183111,0.6460548
0.804953,0.5985513,0.5679878,0.57799554,0.48458326,0.6457814,0.6376093,0.5281333,0.67425084,0.60759455,0.6489729,0.6135304,0.47350323,0.51152885,0.40900362,0.46249324,0.85517555,0.5261537,0.65731126,0.51005584,0.77051216,0.63134867,0.5686672,1.0000001,0.5380076,0.59590745,0.6099436,0.6643083,0.5979626,0.57841015,0.57357943,0.4923564,0.56080943,0.69209164,0.75004554,0.4644486,0.6193081,0.64409506,0.51906645,0.60399973,0.667366,0.6329969,0.56206596,0.68672204,0.47941917,0.5629244,0.51813215,0.5869901,0.7594739,0.7456782,0.5805502,0.64121854,0.5954709,0.5236025,0.5176766,0.62415934,0.6734009,0.78428066,0.64931023,0.6736388,0.584857,0.5883076
0.6339774,0.6099162,0.80107915,0.5482533,0.55860394,0.6995714,0.67319286,0.56557345,0.56390786,0.66178894,0.4670086,0.56288075,0.5038714,0.6104074,0.5631023,0.53960335,0.5062274,0.6009655,0.6622046,0.6419075,0.54440343,0.7144108,0.6097709,0.5380076,0.99999976,0.73216665,0.55491924,0.6360733,0.71919084,0.57263577,0.61095554,0.5799404,0.8524015,0.6284745,0.5553751,0.5671332,0.6014887,0.6318357,0.5647259,0.5078928,0.62056994,0.7046019,0.58162737,0.51931757,0.54474175,0.6724425,0.55741113,0.53353775,0.62993,0.55052155,0.5684325,0.632572,0.6354097,0.5637758,0.58004963,0.6978829,0.51613617,0.5363859,0.6590042,0.55599874,0.713217,0.5341019
0.61775887,0.69911766,0.77758676,0.6011803,0.57581186,0.7009574,0.70971227,0.53017366,0.5641458,0.72636783,0.4874335,0.6406327,0.48829573,0.6925564,0.53856695,0.52120894,0.56456363,0.6546319,0.61201936,0.66670084,0.5798913,0.8191099,0.56747496,0.59590745,0.73216665,0.9999999,0.57167315,0.64362544,0.83888924,0.5583677,0.68299323,0.5893545,0.7006841,0.62452567,0.5906918,0.5553369,0.6825194,0.6362139,0.56383187,0.59735477,0.63783216,0.5966048,0.55448073,0.5120347,0.55619705,0.6958428,0.5444727,0.5658916,0.565822,0.5872593,0.5940303,0.65260243,0.56476796,0.5999818,0.5511898,0.72956324,0.6002789,0.57173693,0.5683064,0.57408774,0.79189837,0.5762506
0.67780215,0.5852898,0.6317736,0.58293265,0.5204845,0.6583191,0.72715604,0.5918736,0.61965954,0.6108016,0.50255024,0.704147,0.5726389,0.5737159,0.47540307,0.54464495,0.61013436,0.5409633,0.67804575,0.5927143,0.5984031,0.6423609,0.74547815,0.6099436,0.55491924,0.57167315,0.9999999,0.6352949,0.6364217,0.6726519,0.54476446,0.5987097,0.5933976,0.7267214,0.5743747,0.50999784,0.53884566,0.67851925,0.58417296,0.5467585,0.7687423,0.7975925,0.6666617,0.52174056,0.6106123,0.58721524,0.5607557,0.623821,0.646273,0.5560806,0.72620285,0.7390572,0.6317425,0.577525,0.5938449,0.7467714,0.58549905,0.602817,0.7350981,0.58706176,0.6116334,0.8831066
0.71787775,0.712402,0.63514566,0.6526447,0.63903713,0.6886467,0.6873313,0.58287585,0.73263127,0.685918,0.5635425,0.70404094,0.55572665,0.6156742,0.5605558,0.53571516,0.6423068,0.6796042,0.8075443,0.5896907,0.6696185,0.67058134,0.6413171,0.6643083,0.6360733,0.64362544,0.6352949,1.0000001,0.68407834,0.6124989,0.67139345,0.64370215,0.6055453,0.68339723,0.6697527,0.5707024,0.6647514,0.7795628,0.5902199,0.6287857,0.83728755,0.6780399,0.6749614,0.60274935,0.5994843,0.62699825,0.5849755,0.68529177,0.6855879,0.6527074,0.75152093,0.7203141,0.7920445,0.5936856,0.5765463,0.7009733,0.595603,0.6026269,0.7172787,0.6188023,0.6534756,0.74779296
0.63366735,0.8188998,0.8489034,0.7254814,0.63103676,0.762895,0.7808124,0.5788864,0.6193509,0.7016709,0.50631595,0.7760121,0.55838704,0.728076,0.64664125,0.5531336,0.56213146,0.7182635,0.6643627,0.7150674,0.57321024,0.89747405,0.60617375,0.5979626,0.71919084,0.83888924,0.6364217,0.68407834,0.9999998,0.6339029,0.73253024,0.66103166,0.6956359,0.6709155,0.634081,0.6923456,0.72418857,0.72514683,0.5878562,0.5701585,0.67724705,0.65876496,0.6255465,0.54183483,0.6083859,0.7808093,0.63354003,0.6825999,0.57090604,0.5970765,0.6198318,0.77734035,0.61586046,0.60539967,0.603449,0.8558185,0.6048457,0.56861067,0.6096741,0.6229193,0.73748326,0.6280344
0.66537607,0.5927322,0.63499826,0.59573865,0.54451585,0.68495965,0.70974886,0.5762968,0.61628115,0.60804224,0.51569074,0.7051184,0.52340305,0.8401462,0.51827484,0.46484488,0.5428754,0.54504836,0.7161245,0.5778616,0.6152414,0.65033877,0.59329844,0.57841015,0.57263577,0.5583677,0.6726519,0.6124989,0.6339029,0.99999976,0.5162676,0.5821651,0.6131148,0.68465877,0.6241666,0.5338612,0.54912364,0.6643374,0.5696013,0.5301256,0.7001039,0.7136279,0.6508956,0.59420335,0.53019226,0.59734476,0.5208633,0.594929,0.6819804,0.6302037,0.5578913,0.78277194,0.6461235,0.51750576,0.5388103,0.7207763,0.64063334,0.60642505,0.7530852,0.58530533,0.5761154,0.62957096
0.6229967,0.84669673,0.65265036,0.85130715,0.68180376,0.6901298,0.62207305,0.5745396,0.55346453,0.69344544,0.45199537,0.7580838,0.57834494,0.5734394,0.6763452,0.6110114,0.55062413,0.7573254,0.6180854,0.57123256,0.5513452,0.65783226,0.5677253,0.57357943,0.61095554,0.68299323,0.54476446,0.67139345,0.73253024,0.5162676,0.99999976,0.68114173,0.59002006,0.6480018,0.6168283,0.7337229,0.89203066,0.70742714,0.5977382,0.5570096,0.605277,0.61887074,0.5468454,0.5174871,0.6451788,0.6734575,0.63567287,0.60644543,0.5285735,0.56058943,0.5818422,0.66086394,0.5694941,0.54158425,0.61166835,0.6624586,0.6121779,0.52726495,0.5786499,0.5450132,0.6423068,0.5612196
0.62204254,0.7096747,0.6106949,0.6364769,0.6686395,0.6787219,0.6542457,0.6574151,0.65568316,0.6331453,0.4275069,0.7110981,0.8268968,0.5776192,0.61803395,0.60945594,0.5309597,0.67123795,0.6697895,0.69713175,0.57552993,0.6192312,0.5795353,0.4923564,0.5799404,0.5893545,0.5987097,0.64370215,0.66103166,0.5821651,0.68114173,0.99999976,0.57099986,0.6491861,0.6320126,0.63717484,0.6336206,0.7020957,0.62869066,0.6176592,0.66349727,0.64993125,0.5960506,0.48799753,0.8416434,0.55462074,0.88067937,0.69385535,0.506592,0.5342726,0.62000674,0.6975499,0.61723363,0.65189624,0.8439075,0.72528505,0.6079974,0.5113028,0.6241857,0.5073936,0.5641128,0.58460057
0.6555825,0.618304,0.7864273,0.5527166,0.57616156,0.6838678,0.662377,0.56834626,0.5956055,0.66322815,0.48980346,0.5605675,0.49704593,0.64475596,0.56284344,0.51885366,0.5229782,0.57882965,0.6843059,0.616079,0.6006546,0.7083191,0.61117387,0.56080943,0.8524015,0.7006841,0.5933976,0.6055453,0.6956359,0.6131148,0.59002006,0.57099986,1.0,0.61777234,0.6097982,0.5598893,0.59639335,0.61209,0.5667157,0.54033214,0.6012797,0.7144823,0.5949021,0.54426026,0.52953166,0.833503,0.56448853,0.51372755,0.68079746,0.574098,0.58361876,0.6240654,0.64731854,0.5579349,0.57657003,0.6674911,0.584888,0.57520545,0.6779603,0.6274122,0.69066465,0.5691597
0.7868067,0.66666615,0.6757747,0.70557797,0.5472195,0.753111,0.7758912,0.57772875,0.6299068,0.6567577,0.48888525,0.77763414,0.5854548,0.5630553,0.5537479,0.51694775,0.62935424,0.6569896,0.7185786,0.5470805,0.64490783,0.6695487,0.72863877,0.69209164,0.6284745,0.62452567,0.7267214,0.68339723,0.6709155,0.68465877,0.6480018,0.6491861,0.61777234,1.0,0.63974065,0.59162563,0.6805215,0.8015508,0.53752005,0.53386563,0.7606636,0.8222523,0.69635683,0.56944263,0.5836035,0.61716646,0.63193625,0.772717,0.7106122,0.60589576,0.6791384,0.7825699,0.6834257,0.57211196,0.61968994,0.81876683,0.6065899,0.6251507,0.81013525,0.5963112,0.6843653,0.6025949
0.783425,0.66087633,0.61075497,0.5864767,0.62722135,0.6374039,0.63749075,0.6379882,0.8766264,0.61030596,0.7519769,0.629473,0.5679456,0.6375901,0.481045,0.4930817,0.74440837,0.57477415,0.7435525,0.6277144,0.8770572,0.6530432,0.60004604,0.75004554,0.5553751,0.5906918,0.5743747,0.6697527,0.634081,0.6241666,0.6168283,0.6320126,0.6097982,0.63974065,0.9999998,0.52275157,0.66420597,0.62168825,0.58953404,0.8192641,0.6507741,0.63695455,0.5687374,0.782424,0.57110894,0.62142825,0.5878365,0.6181859,0.7574494,0.7846712,0.63171077,0.63657176,0.6577304,0.6130315,0.6123913,0.6371763,0.8132384,0.7622515,0.666039,0.79595834,0.5650867,0.5963681
0.5200526,0.8329478,0.5804156,0.6947088,0.6418982,0.6939032,0.5998771,0.48203865,0.47620276,0.6310812,0.42431048,0.6773287,0.49413908,0.52950037,0.8858916,0.5654626,0.43286884,0.75663733,0.559522,0.53766376,0.4408501,0.61084914,0.5412958,0.4644486,0.5671332,0.5553369,0.50999784,0.5707024,0.6923456,0.5338612,0.7337229,0.63717484,0.5598893,0.59162563,0.52275157,1.0,0.68275976,0.7071457,0.5108106,0.44568613,0.54491353,0.58500516,0.5432075,0.44698265,0.59374464,0.61127585,0.61672497,0.6094464,0.4608711,0.46683308,0.50045097,0.68219125,0.51960564,0.49585092,0.5302628,0.61387,0.5108957,0.45763496,0.5383177,0.5096469,0.59240305,0.49336827
0.63452035,0.77932346,0.6738738,0.8640152,0.59617746,0.6744369,0.638428,0.580362,0.57835513,0.67703295,0.4630383,0.7265173,0.5548154,0.5844824,0.66594005,0.5569162,0.6241913,0.7365128,0.64386123,0.5567438,0.5871661,0.6473161,0.5982554,0.6193081,0.6014887,0.6825194,0.53884566,0.6647514,0.72418857,0.54912364,0.89203066,0.6336206,0.59639335,0.6805215,0.66420597,0.68275976,1.0,0.7199366,0.5929581,0.5865773,0.6172526,0.64779234,0.55151355,0.5777248,0.5912427,0.6534073,0.60193896,0.60433376,0.564862,0.60301375,0.5876514,0.68984294,0.56133187,0.5747819,0.60209894,0.68133557,0.65259975,0.5491128,0.6095201,0.598333,0.65589494,0.525472
