Repeat,Outer_Fold,Best_Exp,Best_n_q,Best_Thr,Precision_Outer,Recall_Outer,F05_Outer,TP,FP,TN,FN,Pred_Pos,Actual_Pos,f05_out_sk,f1_out,f2_out,mcc_out
1,1,0.0,2,2,0.0,0.0,0.0,0,19,783,16,19,16,0.0,0.0,0.0,-0.022
1,2,0.0,2,2,0.0,0.0,0.0,0,25,777,16,25,16,0.0,0.0,0.0,-0.025
1,3,0.0,2,2,0.053,0.067,0.055,1,18,784,14,19,15,0.055,0.059,0.063,0.039
1,4,0.0,2,2,0.111,0.133,0.115,2,16,786,13,18,15,0.115,0.121,0.128,0.104
1,5,0.0,2,2,0.0,0.0,0.0,0,19,783,15,19,15,0.0,0.0,0.0,-0.021
1,6,0.0,2,2,0.115,0.188,0.125,3,23,778,13,26,16,0.125,0.143,0.167,0.125
1,7,0.0,2,2,0.067,0.062,0.066,1,14,787,15,15,16,0.066,0.065,0.063,0.046
1,8,0.0,2,2,0.182,0.25,0.192,4,18,783,12,22,16,0.192,0.211,0.233,0.195
1,9,0.0,2,2,0.125,0.125,0.125,2,14,787,14,16,16,0.125,0.125,0.125,0.108
1,10,0.0,2,2,0.053,0.062,0.054,1,18,783,15,19,16,0.054,0.057,0.06,0.037
2,1,0.0,2,2,0.059,0.062,0.06,1,16,786,15,17,16,0.06,0.061,0.062,0.041
2,2,0.0,2,2,0.0,0.0,0.0,0,17,785,16,17,16,0.0,0.0,0.0,-0.021
2,3,0.0,2,2,0.071,0.067,0.07,1,13,789,14,14,15,0.07,0.069,0.068,0.052
2,4,0.0,2,2,0.048,0.067,0.051,1,20,782,14,21,15,0.051,0.056,0.062,0.035
2,5,0.0,2,2,0.143,0.2,0.152,3,18,784,12,21,15,0.152,0.167,0.185,0.151
2,6,0.0,2,2,0.125,0.125,0.125,2,14,787,14,16,16,0.125,0.125,0.125,0.108
2,7,0.0,2,2,0.167,0.25,0.179,4,20,781,12,24,16,0.179,0.2,0.227,0.185
2,8,0.0,2,2,0.0,0.0,0.0,0,23,778,16,23,16,0.0,0.0,0.0,-0.024
2,9,0.0,2,2,0.0,0.0,0.0,0,28,773,16,28,16,0.0,0.0,0.0,-0.027
2,10,0.0,2,2,0.118,0.125,0.119,2,15,786,14,17,16,0.119,0.121,0.123,0.103
3,1,0.0,2,2,0.067,0.062,0.066,1,14,788,15,15,16,0.066,0.065,0.063,0.046
3,2,0.0,2,2,0.133,0.125,0.132,2,13,789,14,15,16,0.132,0.129,0.127,0.112
3,3,0.0,2,2,0.0,0.0,0.0,0,19,783,15,19,15,0.0,0.0,0.0,-0.021
3,4,0.0,2,2,0.05,0.067,0.053,1,19,783,14,20,15,0.053,0.057,0.062,0.037
3,5,0.0,2,2,0.15,0.2,0.158,3,17,785,12,20,15,0.158,0.171,0.188,0.155
3,6,0.0,2,2,0.0,0.0,0.0,0,23,778,16,23,16,0.0,0.0,0.0,-0.024
3,7,0.0,2,2,0.0,0.0,0.0,0,18,783,16,18,16,0.0,0.0,0.0,-0.021
