Repeat,Outer_Fold,Best_Exp,Best_n_q,Best_Thr,Precision_Outer,Recall_Outer,F05_Outer,TP,FP,TN,FN,Pred_Pos,Actual_Pos,f05_out_sk,f1_out,f2_out,mcc_out
1,1,0.0,2,2,0.125,0.062,0.104,1,7,795,15,8,16,0.104,0.083,0.069,0.076
1,2,0.0,2,2,0.0,0.0,0.0,0,5,797,16,5,16,0.0,0.0,0.0,-0.011
1,3,0.0,2,2,0.0,0.0,0.0,0,2,800,15,2,15,0.0,0.0,0.0,-0.007
1,4,0.0,4,3,0.0,0.0,0.0,0,11,791,15,11,15,0.0,0.0,0.0,-0.016
1,5,0.0,2,2,0.0,0.0,0.0,0,1,801,15,1,15,0.0,0.0,0.0,-0.005
1,6,0.0,2,2,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
1,7,0.0,4,3,0.0,0.0,0.0,0,11,790,16,11,16,0.0,0.0,0.0,-0.017
1,8,0.0,5,3,0.067,0.188,0.077,3,42,759,13,45,16,0.077,0.098,0.138,0.082
1,9,0.0,2,2,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
1,10,0.0,2,2,0.2,0.062,0.139,1,4,797,15,5,16,0.139,0.095,0.072,0.102
2,1,0.0,2,2,0.0,0.0,0.0,0,4,798,16,4,16,0.0,0.0,0.0,-0.01
2,2,0.0,2,2,0.0,0.0,0.0,0,5,797,16,5,16,0.0,0.0,0.0,-0.011
2,3,0.0,4,3,0.0,0.0,0.0,0,11,791,15,11,15,0.0,0.0,0.0,-0.016
2,4,0.0,2,2,0.0,0.0,0.0,0,0,802,15,0,15,0.0,0.0,0.0,0.0
2,5,0.0,4,3,0.111,0.067,0.098,1,8,794,14,9,15,0.098,0.083,0.072,0.073
2,6,0.0,2,2,0.5,0.062,0.208,1,1,800,15,2,16,0.208,0.111,0.076,0.172
2,7,0.0,2,2,0.0,0.0,0.0,0,5,796,16,5,16,0.0,0.0,0.0,-0.011
2,8,0.0,4,3,0.125,0.062,0.104,1,7,794,15,8,16,0.104,0.083,0.069,0.076
2,9,0.0,2,2,0.0,0.0,0.0,0,6,795,16,6,16,0.0,0.0,0.0,-0.012
2,10,0.0,5,3,0.018,0.062,0.021,1,55,746,15,56,16,0.021,0.028,0.042,-0.003
3,1,0.0,4,3,0.067,0.062,0.066,1,14,788,15,15,16,0.066,0.065,0.063,0.046
3,2,0.0,2,2,0.0,0.0,0.0,0,2,800,16,2,16,0.0,0.0,0.0,-0.007
