Repeat,Outer_Fold,Best_Exp,Best_n_q,Best_Thr,Precision_Outer,Recall_Outer,F05_Outer,TP,FP,TN,FN,Pred_Pos,Actual_Pos,f05_out_sk,f1_out,f2_out,mcc_out
1,1,0.0,17,8,0.0,0.0,0.0,0,5,797,16,5,16,0.0,0.0,0.0,-0.011
1,2,0.0,13,7,0.0,0.0,0.0,0,9,793,16,9,16,0.0,0.0,0.0,-0.015
1,3,0.0,13,7,0.0,0.0,0.0,0,3,799,15,3,15,0.0,0.0,0.0,-0.008
1,4,0.0,17,8,0.143,0.067,0.116,1,6,796,14,7,15,0.116,0.091,0.075,0.086
1,5,0.0,17,8,0.167,0.067,0.128,1,5,797,14,6,15,0.128,0.095,0.076,0.095
1,6,0.0,17,8,0.0,0.0,0.0,0,7,794,16,7,16,0.0,0.0,0.0,-0.013
1,7,0.0,17,8,0.2,0.062,0.139,1,4,797,15,5,16,0.139,0.095,0.072,0.102
1,8,0.0,5,2,0.109,0.312,0.125,5,41,760,11,46,16,0.125,0.161,0.227,0.157
1,9,0.0,13,7,0.0,0.0,0.0,0,6,795,16,6,16,0.0,0.0,0.0,-0.012
1,10,0.0,13,7,0.25,0.062,0.156,1,3,798,15,4,16,0.156,0.1,0.074,0.117
2,1,0.0,13,7,0.0,0.0,0.0,0,8,794,16,8,16,0.0,0.0,0.0,-0.014
2,2,0.0,5,2,0.04,0.125,0.046,2,48,754,14,50,16,0.046,0.061,0.088,0.038
2,3,0.0,17,8,0.167,0.067,0.128,1,5,797,14,6,15,0.128,0.095,0.076,0.095
2,4,0.0,17,8,0.25,0.067,0.161,1,3,799,14,4,15,0.161,0.105,0.078,0.121
2,5,0.0,5,2,0.05,0.133,0.057,2,38,764,13,40,15,0.057,0.073,0.1,0.053
2,6,0.0,13,7,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
2,7,0.0,13,7,0.0,0.0,0.0,0,4,797,16,4,16,0.0,0.0,0.0,-0.01
2,8,0.0,17,8,0.0,0.0,0.0,0,11,790,16,11,16,0.0,0.0,0.0,-0.017
2,9,0.0,13,7,0.0,0.0,0.0,0,9,792,16,9,16,0.0,0.0,0.0,-0.015
2,10,0.0,17,8,0.25,0.125,0.208,2,6,795,14,8,16,0.208,0.167,0.139,0.165
3,1,0.0,12,7,0.0,0.0,0.0,0,3,799,16,3,16,0.0,0.0,0.0,-0.009
3,2,0.0,17,8,0.0,0.0,0.0,0,10,792,16,10,16,0.0,0.0,0.0,-0.016
3,3,0.0,13,7,0.0,0.0,0.0,0,3,799,15,3,15,0.0,0.0,0.0,-0.008
3,4,0.0,5,2,0.065,0.2,0.075,3,43,759,12,46,15,0.075,0.098,0.142,0.085
3,5,0.0,17,8,0.125,0.067,0.106,1,7,795,14,8,15,0.106,0.087,0.074,0.079
3,6,0.0,17,8,0.0,0.0,0.0,0,6,795,16,6,16,0.0,0.0,0.0,-0.012
3,7,0.0,17,8,0.0,0.0,0.0,0,8,793,16,8,16,0.0,0.0,0.0,-0.014
3,8,0.0,17,8,0.222,0.125,0.192,2,7,794,14,9,16,0.192,0.16,0.137,0.154
3,9,0.0,13,7,0.2,0.062,0.139,1,4,797,15,5,16,0.139,0.095,0.072,0.102
3,10,0.0,13,7,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
4,1,0.0,17,8,0.111,0.062,0.096,1,8,794,15,9,16,0.096,0.08,0.068,0.07
4,2,0.0,13,7,0.111,0.062,0.096,1,8,794,15,9,16,0.096,0.08,0.068,0.07
4,3,0.0,13,7,0.0,0.0,0.0,0,1,801,15,1,15,0.0,0.0,0.0,-0.005
4,4,0.0,5,2,0.041,0.133,0.047,2,47,755,13,49,15,0.047,0.062,0.092,0.042
4,5,0.0,13,7,0.333,0.067,0.185,1,2,800,14,3,15,0.185,0.111,0.079,0.142
4,6,0.0,17,8,1.0,0.062,0.25,1,0,801,15,1,16,0.25,0.118,0.077,0.248
4,7,0.0,17,8,0.0,0.0,0.0,0,4,797,16,4,16,0.0,0.0,0.0,-0.01
4,8,0.0,17,8,0.083,0.062,0.078,1,11,790,15,12,16,0.078,0.071,0.066,0.056
4,9,0.0,13,7,0.0,0.0,0.0,0,4,797,16,4,16,0.0,0.0,0.0,-0.01
4,10,0.0,13,7,0.0,0.0,0.0,0,5,796,16,5,16,0.0,0.0,0.0,-0.011
5,1,0.0,17,8,0.125,0.062,0.104,1,7,795,15,8,16,0.104,0.083,0.069,0.076
5,2,0.0,17,8,0.111,0.062,0.096,1,8,794,15,9,16,0.096,0.08,0.068,0.07
5,3,0.0,13,7,0.0,0.0,0.0,0,4,798,15,4,15,0.0,0.0,0.0,-0.01
5,4,0.0,13,7,0.0,0.0,0.0,0,5,797,15,5,15,0.0,0.0,0.0,-0.011
5,5,0.0,12,7,0.0,0.0,0.0,0,3,799,15,3,15,0.0,0.0,0.0,-0.008
5,6,0.0,13,7,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
5,7,0.0,13,7,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
5,8,0.0,17,8,0.0,0.0,0.0,0,6,795,16,6,16,0.0,0.0,0.0,-0.012
5,9,0.0,5,2,0.154,0.375,0.174,6,33,768,10,39,16,0.174,0.218,0.291,0.217
5,10,0.0,17,8,0.1,0.062,0.089,1,9,792,15,10,16,0.089,0.077,0.068,0.065
6,1,0.0,17,8,0.111,0.062,0.096,1,8,794,15,9,16,0.096,0.08,0.068,0.07
6,2,0.0,13,7,0.0,0.0,0.0,0,7,795,16,7,16,0.0,0.0,0.0,-0.013
6,3,0.0,17,8,0.333,0.2,0.294,3,6,796,12,9,15,0.294,0.25,0.217,0.248
6,4,0.0,17,8,0.0,0.0,0.0,0,6,796,15,6,15,0.0,0.0,0.0,-0.012
6,5,0.0,17,8,0.0,0.0,0.0,0,6,796,15,6,15,0.0,0.0,0.0,-0.012
6,6,0.0,17,8,0.0,0.0,0.0,0,8,793,16,8,16,0.0,0.0,0.0,-0.014
6,7,0.0,17,8,0.0,0.0,0.0,0,6,795,16,6,16,0.0,0.0,0.0,-0.012
6,8,0.0,17,8,0.0,0.0,0.0,0,7,794,16,7,16,0.0,0.0,0.0,-0.013
6,9,0.0,5,2,0.1,0.312,0.116,5,45,756,11,50,16,0.116,0.152,0.219,0.148
6,10,0.0,13,7,0.5,0.062,0.208,1,1,800,15,2,16,0.208,0.111,0.076,0.172
7,1,0.0,13,7,0.143,0.062,0.114,1,6,796,15,7,16,0.114,0.087,0.07,0.083
7,2,0.0,5,2,0.093,0.312,0.108,5,49,753,11,54,16,0.108,0.143,0.212,0.14
7,3,0.0,13,7,0.0,0.0,0.0,0,4,798,15,4,15,0.0,0.0,0.0,-0.01
7,4,0.0,17,8,0.0,0.0,0.0,0,8,794,15,8,15,0.0,0.0,0.0,-0.014
7,5,0.0,13,7,0.0,0.0,0.0,0,5,797,15,5,15,0.0,0.0,0.0,-0.011
7,6,0.0,17,8,0.125,0.062,0.104,1,7,794,15,8,16,0.104,0.083,0.069,0.076
7,7,0.0,5,2,0.061,0.188,0.071,3,46,755,13,49,16,0.071,0.092,0.133,0.076
7,8,0.0,17,8,0.0,0.0,0.0,0,7,794,16,7,16,0.0,0.0,0.0,-0.013
7,9,0.0,17,8,0.0,0.0,0.0,0,4,797,16,4,16,0.0,0.0,0.0,-0.01
7,10,0.0,17,8,0.167,0.062,0.125,1,5,796,15,6,16,0.125,0.091,0.071,0.091
8,1,0.0,17,8,0.143,0.062,0.114,1,6,796,15,7,16,0.114,0.087,0.07,0.083
8,2,0.0,17,8,0.0,0.0,0.0,0,6,796,16,6,16,0.0,0.0,0.0,-0.012
8,3,0.0,13,7,0.0,0.0,0.0,0,6,796,15,6,15,0.0,0.0,0.0,-0.012
8,4,0.0,17,8,0.0,0.0,0.0,0,6,796,15,6,15,0.0,0.0,0.0,-0.012
8,5,0.0,13,7,1.0,0.067,0.263,1,0,802,14,1,15,0.263,0.125,0.082,0.256
8,6,0.0,13,7,0.0,0.0,0.0,0,7,794,16,7,16,0.0,0.0,0.0,-0.013
8,7,0.0,5,2,0.027,0.062,0.03,1,36,765,15,37,16,0.03,0.038,0.05,0.012
8,8,0.0,13,7,0.0,0.0,0.0,0,7,794,16,7,16,0.0,0.0,0.0,-0.013
8,9,0.0,5,2,0.098,0.25,0.111,4,37,764,12,41,16,0.111,0.14,0.19,0.129
8,10,0.0,12,7,0.25,0.062,0.156,1,3,798,15,4,16,0.156,0.1,0.074,0.117
9,1,0.0,13,7,0.0,0.0,0.0,0,4,798,16,4,16,0.0,0.0,0.0,-0.01
9,2,0.0,17,8,0.143,0.062,0.114,1,6,796,15,7,16,0.114,0.087,0.07,0.083
9,3,0.0,17,8,0.0,0.0,0.0,0,7,795,15,7,15,0.0,0.0,0.0,-0.013
9,4,0.0,5,2,0.152,0.467,0.176,7,39,763,8,46,15,0.176,0.23,0.33,0.243
9,5,0.0,17,8,0.0,0.0,0.0,0,2,800,15,2,15,0.0,0.0,0.0,-0.007
9,6,0.0,17,8,0.0,0.0,0.0,0,10,791,16,10,16,0.0,0.0,0.0,-0.016
9,7,0.0,13,7,0.143,0.062,0.114,1,6,795,15,7,16,0.114,0.087,0.07,0.083
9,8,0.0,17,8,0.0,0.0,0.0,0,6,795,16,6,16,0.0,0.0,0.0,-0.012
9,9,0.0,13,7,0.111,0.062,0.096,1,8,793,15,9,16,0.096,0.08,0.068,0.07
9,10,0.0,13,7,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
10,1,0.0,13,7,0.167,0.062,0.125,1,5,797,15,6,16,0.125,0.091,0.071,0.091
10,2,0.0,13,7,0.0,0.0,0.0,0,4,798,16,4,16,0.0,0.0,0.0,-0.01
10,3,0.0,17,8,0.333,0.067,0.185,1,2,800,14,3,15,0.185,0.111,0.079,0.142
10,4,0.0,13,7,0.0,0.0,0.0,0,10,792,15,10,15,0.0,0.0,0.0,-0.015
10,5,0.0,17,8,0.2,0.133,0.182,2,8,794,13,10,15,0.182,0.16,0.143,0.151
10,6,0.0,17,8,0.111,0.062,0.096,1,8,793,15,9,16,0.096,0.08,0.068,0.07
10,7,0.0,13,7,0.0,0.0,0.0,0,3,798,16,3,16,0.0,0.0,0.0,-0.009
