Repeat,Outer_Fold,Best_Exp,Best_n_q,Best_Thr,Precision_Outer,Recall_Outer,F05_Outer,TP,FP,TN,FN,Pred_Pos,Actual_Pos,f05_out_sk,f1_out,f2_out,mcc_out
1,1,0.0,8,6,0.133,0.125,0.132,2,13,789,14,15,16,0.132,0.129,0.127,0.112
1,2,0.0,8,6,0.111,0.062,0.096,1,8,794,15,9,16,0.096,0.08,0.068,0.07
1,3,0.0,11,8,0.077,0.062,0.074,1,12,790,15,13,16,0.074,0.069,0.065,0.053
1,4,0.0,8,6,0.25,0.188,0.234,3,9,793,13,12,16,0.234,0.214,0.197,0.203
1,5,0.0,8,6,0.111,0.133,0.115,2,16,786,13,18,15,0.115,0.121,0.128,0.104
1,6,0.0,8,6,0.0,0.0,0.0,0,8,794,15,8,15,0.0,0.0,0.0,-0.014
1,7,0.0,8,6,0.0,0.0,0.0,0,17,784,16,17,16,0.0,0.0,0.0,-0.021
1,8,0.0,7,5,0.2,0.188,0.197,3,12,789,13,15,16,0.197,0.194,0.19,0.178
1,9,0.0,7,5,0.143,0.125,0.139,2,12,789,14,14,16,0.139,0.133,0.128,0.117
1,10,0.0,8,6,0.333,0.125,0.25,2,4,797,14,6,16,0.25,0.182,0.143,0.195
2,1,0.0,8,6,0.333,0.125,0.25,2,4,798,14,6,16,0.25,0.182,0.143,0.195
2,2,0.0,8,6,0.111,0.062,0.096,1,8,794,15,9,16,0.096,0.08,0.068,0.07
2,3,0.0,8,6,0.222,0.125,0.192,2,7,795,14,9,16,0.192,0.16,0.137,0.154
2,4,0.0,8,6,0.0,0.0,0.0,0,11,791,16,11,16,0.0,0.0,0.0,-0.016
2,5,0.0,8,6,0.091,0.067,0.085,1,10,792,14,11,15,0.085,0.077,0.07,0.063
2,6,0.0,8,6,0.154,0.133,0.149,2,11,791,13,13,15,0.149,0.143,0.137,0.128
2,7,0.0,7,5,0.111,0.125,0.114,2,16,785,14,18,16,0.114,0.118,0.122,0.099
2,8,0.0,7,5,0.083,0.062,0.078,1,11,790,15,12,16,0.078,0.071,0.066,0.056
2,9,0.0,7,5,0.136,0.188,0.144,3,19,782,13,22,16,0.144,0.158,0.174,0.14
2,10,0.0,8,6,0.182,0.125,0.167,2,9,792,14,11,16,0.167,0.148,0.133,0.137
3,1,0.0,8,6,0.333,0.125,0.25,2,4,798,14,6,16,0.25,0.182,0.143,0.195
3,2,0.0,8,6,0.154,0.125,0.147,2,11,791,14,13,16,0.147,0.138,0.13,0.123
3,3,0.0,8,6,0.0,0.0,0.0,0,7,795,16,7,16,0.0,0.0,0.0,-0.013
3,4,0.0,8,6,0.2,0.188,0.197,3,12,790,13,15,16,0.197,0.194,0.19,0.178
3,5,0.0,8,6,0.111,0.067,0.098,1,8,794,14,9,15,0.098,0.083,0.072,0.073
3,6,0.0,8,6,0.3,0.2,0.273,3,7,795,12,10,15,0.273,0.24,0.214,0.234
3,7,0.0,8,6,0.143,0.125,0.139,2,12,789,14,14,16,0.139,0.133,0.128,0.117
3,8,0.0,8,6,0.1,0.062,0.089,1,9,792,15,10,16,0.089,0.077,0.068,0.065
3,9,0.0,8,6,0.077,0.062,0.074,1,12,789,15,13,16,0.074,0.069,0.065,0.053
3,10,0.0,8,6,0.071,0.062,0.069,1,13,788,15,14,16,0.069,0.067,0.064,0.049
4,1,0.0,7,5,0.0,0.0,0.0,0,12,790,16,12,16,0.0,0.0,0.0,-0.017
4,2,0.0,8,6,0.3,0.188,0.268,3,7,795,13,10,16,0.268,0.231,0.203,0.225
4,3,0.0,8,6,0.333,0.125,0.25,2,4,798,14,6,16,0.25,0.182,0.143,0.195
4,4,0.0,8,6,0.083,0.062,0.078,1,11,791,15,12,16,0.078,0.071,0.066,0.056
4,5,0.0,8,6,0.0,0.0,0.0,0,13,789,15,13,15,0.0,0.0,0.0,-0.017
4,6,0.0,8,6,0.25,0.2,0.238,3,9,793,12,12,15,0.238,0.222,0.208,0.211
4,7,0.0,8,6,0.143,0.125,0.139,2,12,789,14,14,16,0.139,0.133,0.128,0.117
4,8,0.0,8,6,0.067,0.062,0.066,1,14,787,15,15,16,0.066,0.065,0.063,0.046
4,9,0.0,8,6,0.182,0.125,0.167,2,9,792,14,11,16,0.167,0.148,0.133,0.137
4,10,0.0,8,6,0.182,0.125,0.167,2,9,792,14,11,16,0.167,0.148,0.133,0.137
5,1,0.0,7,5,0.154,0.125,0.147,2,11,791,14,13,16,0.147,0.138,0.13,0.123
5,2,0.0,8,6,0.25,0.125,0.208,2,6,796,14,8,16,0.208,0.167,0.139,0.165
5,3,0.0,8,6,0.0,0.0,0.0,0,14,788,16,14,16,0.0,0.0,0.0,-0.019
5,4,0.0,7,5,0.048,0.062,0.05,1,20,782,15,21,16,0.05,0.054,0.059,0.033
5,5,0.0,7,5,0.083,0.067,0.079,1,11,791,14,12,15,0.079,0.074,0.069,0.059
5,6,0.0,8,6,0.222,0.133,0.196,2,7,795,13,9,15,0.196,0.167,0.145,0.16
5,7,0.0,7,5,0.091,0.062,0.083,1,10,791,15,11,16,0.083,0.074,0.067,0.06
5,8,0.0,7,5,0.118,0.125,0.119,2,15,786,14,17,16,0.119,0.121,0.123,0.103
5,9,0.0,6,4,0.25,0.25,0.25,4,12,789,12,16,16,0.25,0.25,0.25,0.235
5,10,0.0,8,6,0.077,0.062,0.074,1,12,789,15,13,16,0.074,0.069,0.065,0.053
6,1,0.0,7,5,0.125,0.125,0.125,2,14,788,14,16,16,0.125,0.125,0.125,0.108
6,2,0.0,8,6,0.071,0.062,0.069,1,13,789,15,14,16,0.069,0.067,0.064,0.049
6,3,0.0,11,8,0.125,0.125,0.125,2,14,788,14,16,16,0.125,0.125,0.125,0.108
6,4,0.0,8,6,0.2,0.125,0.179,2,8,794,14,10,16,0.179,0.154,0.135,0.145
6,5,0.0,7,5,0.095,0.133,0.101,2,19,783,13,21,15,0.101,0.111,0.123,0.093
6,6,0.0,7,5,0.067,0.067,0.067,1,14,788,14,15,15,0.067,0.067,0.067,0.049
6,7,0.0,7,5,0.25,0.125,0.208,2,6,795,14,8,16,0.208,0.167,0.139,0.165
6,8,0.0,8,6,0.091,0.062,0.083,1,10,791,15,11,16,0.083,0.074,0.067,0.06
6,9,0.0,8,6,0.111,0.062,0.096,1,8,793,15,9,16,0.096,0.08,0.068,0.07
6,10,0.0,8,6,0.091,0.062,0.083,1,10,791,15,11,16,0.083,0.074,0.067,0.06
7,1,0.0,8,6,0.364,0.25,0.333,4,7,795,12,11,16,0.333,0.296,0.267,0.29
7,2,0.0,8,6,0.0,0.0,0.0,0,7,795,16,7,16,0.0,0.0,0.0,-0.013
7,3,0.0,8,6,0.083,0.062,0.078,1,11,791,15,12,16,0.078,0.071,0.066,0.056
7,4,0.0,8,6,0.0,0.0,0.0,0,9,793,16,9,16,0.0,0.0,0.0,-0.015
7,5,0.0,7,5,0.105,0.133,0.11,2,17,785,13,19,15,0.11,0.118,0.127,0.1
7,6,0.0,8,6,0.143,0.133,0.141,2,12,790,13,14,15,0.141,0.138,0.135,0.122
7,7,0.0,8,6,0.1,0.062,0.089,1,9,792,15,10,16,0.089,0.077,0.068,0.065
7,8,0.0,8,6,0.1,0.062,0.089,1,9,792,15,10,16,0.089,0.077,0.068,0.065
7,9,0.0,7,5,0.2,0.188,0.197,3,12,789,13,15,16,0.197,0.194,0.19,0.178
7,10,0.0,8,6,0.167,0.125,0.156,2,10,791,14,12,16,0.156,0.143,0.132,0.13
8,1,0.0,7,5,0.167,0.125,0.156,2,10,792,14,12,16,0.156,0.143,0.132,0.13
8,2,0.0,8,6,0.091,0.062,0.083,1,10,792,15,11,16,0.083,0.074,0.067,0.06
8,3,0.0,7,5,0.231,0.188,0.221,3,10,792,13,13,16,0.221,0.207,0.195,0.194
8,4,0.0,7,5,0.133,0.125,0.132,2,13,789,14,15,16,0.132,0.129,0.127,0.112
8,5,0.0,8,6,0.091,0.067,0.085,1,10,792,14,11,15,0.085,0.077,0.07,0.063
8,6,0.0,8,6,0.0,0.0,0.0,0,9,793,15,9,15,0.0,0.0,0.0,-0.014
8,7,0.0,8,6,0.0,0.0,0.0,0,12,789,16,12,16,0.0,0.0,0.0,-0.017
8,8,0.0,8,6,0.091,0.062,0.083,1,10,791,15,11,16,0.083,0.074,0.067,0.06
8,9,0.0,8,6,0.176,0.188,0.179,3,14,787,13,17,16,0.179,0.182,0.185,0.165
8,10,0.0,8,6,0.3,0.188,0.268,3,7,794,13,10,16,0.268,0.231,0.203,0.225
9,1,0.0,7,5,0.059,0.062,0.06,1,16,786,15,17,16,0.06,0.061,0.062,0.041
9,2,0.0,8,6,0.0,0.0,0.0,0,11,791,16,11,16,0.0,0.0,0.0,-0.016
9,3,0.0,8,6,0.0,0.0,0.0,0,13,789,16,13,16,0.0,0.0,0.0,-0.018
9,4,0.0,8,6,0.1,0.062,0.089,1,9,793,15,10,16,0.089,0.077,0.068,0.065
9,5,0.0,8,6,0.333,0.2,0.294,3,6,796,12,9,15,0.294,0.25,0.217,0.248
9,6,0.0,8,6,0.222,0.133,0.196,2,7,795,13,9,15,0.196,0.167,0.145,0.16
9,7,0.0,8,6,0.25,0.125,0.208,2,6,795,14,8,16,0.208,0.167,0.139,0.165
9,8,0.0,8,6,0.0,0.0,0.0,0,10,791,16,10,16,0.0,0.0,0.0,-0.016
9,9,0.0,7,5,0.25,0.25,0.25,4,12,789,12,16,16,0.25,0.25,0.25,0.235
9,10,0.0,8,6,0.214,0.188,0.208,3,11,790,13,14,16,0.208,0.2,0.192,0.186
10,1,0.0,7,5,0.2,0.188,0.197,3,12,790,13,15,16,0.197,0.194,0.19,0.178
10,2,0.0,8,6,0.083,0.062,0.078,1,11,791,15,12,16,0.078,0.071,0.066,0.056
10,3,0.0,7,5,0.143,0.125,0.139,2,12,790,14,14,16,0.139,0.133,0.128,0.117
10,4,0.0,8,6,0.0,0.0,0.0,0,11,791,16,11,16,0.0,0.0,0.0,-0.016
10,5,0.0,8,6,0.0,0.0,0.0,0,11,791,15,11,15,0.0,0.0,0.0,-0.016
10,6,0.0,8,6,0.3,0.2,0.273,3,7,795,12,10,15,0.273,0.24,0.214,0.234
10,7,0.0,8,6,0.222,0.125,0.192,2,7,794,14,9,16,0.192,0.16,0.137,0.154
10,8,0.0,8,6,0.083,0.062,0.078,1,11,790,15,12,16,0.078,0.071,0.066,0.056
10,9,0.0,8,6,0.133,0.125,0.132,2,13,788,14,15,16,0.132,0.129,0.127,0.112
10,10,0.0,8,6,0.2,0.125,0.179,2,8,793,14,10,16,0.179,0.154,0.135,0.145
